
(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 22)
Dock, Pond, Beach, Uptown, Cemetery, 
Dock, Uptown, Alley, Forest, Factory,
Dock, Uptown, Alley, Forest, Chapel,
Dock, Uptown, Alley, Forest, School,
Dock, Alley, Hotel, Avenue, Temple,
Dock, Alley, Hotel, Avenue, Cemetery,
Dock, Alley, Hotel, Avenue, Forest,
Dock, Alley, Hotel, Hospital, Temple,
Dock, Alley, Hotel, Hospital, Cemetery, 
Dock, Alley, Hotel, Temple, Forest,
Dock, Alley, Hotel, Cemetery, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Avenue, Temple, Chapel,
Alley, Hotel, Avenue, Cemetery, Chapel,
Alley, Hotel, Avenue, Forest, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Radar, l: Bucephalus, y: Music Box,len: 21)
Dock, Pond, Uptown, Alley, Forest,
Dock, Beach, Uptown, Alley, Forest,
Dock, Beach, Uptown, Hospital, Temple,
Dock, Beach, Uptown, Hospital, Cemetery,
Dock, Beach, Uptown, Hospital, Forest,
Dock, Beach, Uptown, Forest, Factory,
Dock, Beach, Hotel, Hospital, Temple,
Dock, Beach, Hotel, Hospital, Cemetery,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Hospital, Cemetery,
Dock, Uptown, Alley, Hospital, Forest,
Dock, Uptown, Alley, Temple, Forest, 
Dock, Uptown, Alley, Archery Range, Forest,
Dock, Uptown, Alley, Cemetery, Forest,
Dock, Uptown, Alley, Forest, Factory,
Dock, Uptown, Alley, Forest, Chapel,
Dock, Uptown, Alley, Forest, School,
Dock, Alley, Hotel, Avenue, Temple,
Dock, Alley, Hotel, Avenue, Cemetery,
Dock, Alley, Hotel, Avenue, Forest,
Dock, Alley, Hotel, Hospital, Temple,
Dock, Alley, Hotel, Hospital, Cemetery,
Dock, Alley, Hotel, Temple, Forest,
Dock, Alley, Hotel, Cemetery, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Alley, Hotel, Avenue, Temple, Chapel,
Alley, Hotel, Avenue, Cemetery, Chapel,
Alley, Hotel, Avenue, Forest, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Radar, l: Bucephalus, y: Pile Bunker,len: 21)
Dock, Beach, Uptown, Forest, Factory,
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Archery Range, Forest,
Dock, Uptown, Alley, Forest, Factory,
Dock, Alley, Hotel, Avenue, Temple,
Dock, Alley, Hotel, Avenue, Cemetery,
Dock, Alley, Hotel, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple, 
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Alley, Hotel, Avenue, Temple,
Beach, Alley, Hotel, Avenue, Cemetery,
Beach, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Hotel, Avenue, Temple,
Uptown, Alley, Hotel, Avenue, Cemetery,
Uptown, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Avenue, Temple, Factory,
Uptown, Alley, Avenue, Cemetery, Factory,
Uptown, Alley, Avenue, Forest, Factory,
Alley, Hotel, Avenue, Hospital, Temple,
Alley, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Avenue, Hospital, Forest,
Alley, Hotel, Avenue, Temple, Archery Range,
Alley, Hotel, Avenue, Temple, Cemetery,
Alley, Hotel, Avenue, Temple, Forest,
Alley, Hotel, Avenue, Temple, Factory,
Alley, Hotel, Avenue, Temple, Chapel,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Archery Range, Cemetery,
Alley, Hotel, Avenue, Archery Range, Forest,
Alley, Hotel, Avenue, Cemetery, Forest,
Alley, Hotel, Avenue, Cemetery, Factory,
Alley, Hotel, Avenue, Cemetery, Chapel,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, Factory,
Alley, Hotel, Avenue, Forest, Chapel,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Radar, l: White Rhinos, y: Laced Quiver,len: 23)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery, 
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Dock, Uptown, Alley, Archery Range, Cemetery,
Dock, Uptown, Alley, Archery Range, Forest,
Dock, Uptown, Alley, Cemetery, Factory,
Dock, Uptown, Alley, Forest, Factory,
Dock, Alley, Hotel, Avenue, Temple,
Dock, Alley, Hotel, Avenue, Cemetery,
Dock, Alley, Hotel, Avenue, Forest,
Dock, Alley, Hotel, Temple, Archery Range,
Dock, Alley, Hotel, Temple, Factory,
Dock, Alley, Hotel, Archery Range, Cemetery,
Dock, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Alley, Cemetery, Factory, Chapel,
Uptown, Alley, Forest, Factory, Chapel,
Alley, Hotel, Avenue, Temple, Chapel,
Alley, Hotel, Avenue, Cemetery, Chapel,
Alley, Hotel, Avenue, Forest, Chapel,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Temple, Factory, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Radar, l: White Rhinos, y: Music Box,len: 23)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Dock, Uptown, Alley, Archery Range, Cemetery,
Dock, Uptown, Alley, Archery Range, Forest,
Dock, Uptown, Alley, Cemetery, Factory,
Dock, Uptown, Alley, Forest, Factory,
Dock, Alley, Hotel, Avenue, Temple, 
Dock, Alley, Hotel, Avenue, Cemetery,
Dock, Alley, Hotel, Avenue, Forest,
Dock, Alley, Hotel, Temple, Archery Range,
Dock, Alley, Hotel, Temple, Factory,
Dock, Alley, Hotel, Archery Range, Cemetery,
Dock, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Alley, Cemetery, Factory, Chapel,
Uptown, Alley, Forest, Factory, Chapel,
Alley, Hotel, Avenue, Temple, Chapel,
Alley, Hotel, Avenue, Cemetery, Chapel,
Alley, Hotel, Avenue, Forest, Chapel,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Temple, Factory, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Battle Suit, a: Radar, l: White Rhinos, y: Pile Bunker,len: 22)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Dock, Uptown, Alley, Archery Range, Cemetery,
Dock, Uptown, Alley, Archery Range, Forest,
Dock, Uptown, Alley, Cemetery, Factory,
Dock, Uptown, Alley, Forest, Factory,
Dock, Alley, Hotel, Avenue, Temple,
Dock, Alley, Hotel, Avenue, Cemetery,
Dock, Alley, Hotel, Avenue, Forest,
Dock, Alley, Hotel, Temple, Archery Range,
Dock, Alley, Hotel, Temple, Factory,
Dock, Alley, Hotel, Archery Range, Cemetery,
Dock, Alley, Hotel, Cemetery, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Alley, Temple, Factory,
Beach, Uptown, Alley, Cemetery, Factory,
Beach, Uptown, Alley, Forest, Factory,
Beach, Alley, Hotel, Avenue, Temple,
Beach, Alley, Hotel, Avenue, Cemetery,
Beach, Alley, Hotel, Avenue, Forest,
Beach, Alley, Hotel, Temple, Archery Range,
Beach, Alley, Hotel, Temple, Factory,
Beach, Alley, Hotel, Archery Range, Cemetery,
Beach, Alley, Hotel, Cemetery, Factory,
Uptown, Alley, Hotel, Avenue, Temple,
Uptown, Alley, Hotel, Avenue, Cemetery,
Uptown, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Avenue, Temple, Factory,
Uptown, Alley, Avenue, Cemetery, Factory,
Uptown, Alley, Avenue, Forest, Factory,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Alley, Cemetery, Factory, Chapel,
Uptown, Alley, Forest, Factory, Chapel,
Alley, Hotel, Avenue, Hospital, Temple,
Alley, Hotel, Avenue, Hospital, Cemetery,
Alley, Hotel, Avenue, Hospital, Forest,
Alley, Hotel, Avenue, Temple, Archery Range,
Alley, Hotel, Avenue, Temple, Cemetery,
Alley, Hotel, Avenue, Temple, Forest,
Alley, Hotel, Avenue, Temple, Factory,
Alley, Hotel, Avenue, Temple, Chapel,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Archery Range, Cemetery,
Alley, Hotel, Avenue, Archery Range, Forest,
Alley, Hotel, Avenue, Cemetery, Forest,
Alley, Hotel, Avenue, Cemetery, Factory,
Alley, Hotel, Avenue, Cemetery, Chapel,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, Factory,
Alley, Hotel, Avenue, Forest, Chapel,
Alley, Hotel, Avenue, Forest, School,
Alley, Hotel, Temple, Archery Range, Chapel,
Alley, Hotel, Temple, Factory, Chapel,
Alley, Hotel, Archery Range, Cemetery, Chapel,
Alley, Hotel, Cemetery, Factory, Chapel,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: Feather Boots, y: Laced Quiver,len: 22)
Dock, Uptown, Alley, Hotel, Temple, 
Dock, Uptown, Alley, Hotel, Cemetery,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Cemetery,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,
Dock, Hotel, Temple, Archery Range, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: Feather Boots, y: Music Box,len: 22)
Dock, Uptown, Alley, Hotel, Temple,
Dock, Uptown, Alley, Hotel, Cemetery,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Cemetery,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Hotel, Temple, School,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Temple, Cemetery, School,
Dock, Uptown, Temple, Forest, School,
Dock, Hotel, Temple, Archery Range, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: Feather Boots, y: Pile Bunker,len: 22)
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Hotel, Temple, Archery Range, School,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Hotel, Temple, Archery Range, School,
Beach, Hotel, Archery Range, Cemetery, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: Bucephalus, y: Laced Quiver,len: 22)
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Hospital, Temple, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: Bucephalus, y: Music Box,len: 22)
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Beach, Temple, Forest, School,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Hospital, Temple, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: Bucephalus, y: Pile Bunker,len: 22)
Dock, Beach, Avenue, Cemetery, School,
Dock, Beach, Avenue, Forest, School,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Hotel, Avenue, Temple, School,
Beach, Hotel, Avenue, Cemetery, School,
Beach, Hotel, Avenue, Forest, School,
Beach, Avenue, Hospital, Cemetery, School,
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Beach, Temple, Forest, Factory, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: White Rhinos, y: Laced Quiver,len: 23)
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: White Rhinos, y: Music Box,len: 23)
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Plasma Arc, l: White Rhinos, y: Pile Bunker,len: 22)
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: Feather Boots, y: Laced Quiver,len: 21)
Dock, Pond, Uptown, Alley, Temple, 
Dock, Pond, Uptown, Hospital, Temple,
Dock, Beach, Uptown, Alley, Temple,
Dock, Beach, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Hotel, Temple,
Dock, Uptown, Alley, Hotel, Cemetery,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Cemetery,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Alley, Temple, Factory,
Dock, Uptown, Alley, Temple, Chapel,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Avenue, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Archery Range,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Hospital, Temple, Factory,
Dock, Uptown, Hospital, Temple, Chapel,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Alley, Avenue, Temple,
Pond, Uptown, Alley, Avenue, Cemetery,
Pond, Uptown, Alley, Avenue, Forest,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Hotel, Temple, Chapel,
Uptown, Alley, Hotel, Cemetery, Chapel, 
Uptown, Alley, Hotel, Forest, Chapel,
Uptown, Alley, Avenue, Temple, Chapel,
Uptown, Alley, Avenue, Cemetery, Chapel,
Uptown, Alley, Avenue, Forest, Chapel,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Hotel, Hospital, Temple, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: Feather Boots, y: Music Box,len: 22)
Dock, Pond, Uptown, Alley, Temple,
Dock, Pond, Uptown, Hospital, Temple, 
Dock, Beach, Uptown, Alley, Temple,
Dock, Beach, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Hotel, Temple,
Dock, Uptown, Alley, Hotel, Cemetery,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Cemetery,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Alley, Temple, Factory,
Dock, Uptown, Alley, Temple, Chapel,
Dock, Uptown, Alley, Temple, School,
Dock, Uptown, Hotel, Hospital, Temple,
Dock, Uptown, Avenue, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Archery Range,
Dock, Uptown, Hospital, Temple, Cemetery,
Dock, Uptown, Hospital, Temple, Forest,
Dock, Uptown, Hospital, Temple, Factory,
Dock, Uptown, Hospital, Temple, Chapel,
Dock, Uptown, Hospital, Temple, School,
Dock, Uptown, Temple, Factory, School,
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Hotel, Temple, Chapel,
Uptown, Alley, Hotel, Cemetery, Chapel,
Uptown, Alley, Hotel, Forest, Chapel,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Hotel, Hospital, Temple, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: Feather Boots, y: Pile Bunker,len: 22)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Dock, Uptown, Avenue, Hospital, Temple,
Dock, Uptown, Hospital, Temple, Archery Range,
Dock, Uptown, Hospital, Temple, Factory,
Dock, Uptown, Temple, Factory, School, 
Pond, Uptown, Avenue, Hospital, Temple,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Alley, Temple, Factory,
Beach, Uptown, Avenue, Hospital, Temple,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Uptown, Hospital, Temple, Factory,
Beach, Uptown, Temple, Factory, School,
Uptown, Alley, Hotel, Avenue, Temple,
Uptown, Alley, Hotel, Avenue, Cemetery,
Uptown, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery,
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Avenue, Temple, Factory,
Uptown, Alley, Avenue, Cemetery, Factory,
Uptown, Alley, Avenue, Forest, Factory,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Hotel, Avenue, Hospital, Temple,
Uptown, Avenue, Hospital, Temple, Archery Range,
Uptown, Avenue, Hospital, Temple, Cemetery,
Uptown, Avenue, Hospital, Temple, Forest,
Uptown, Avenue, Hospital, Temple, Factory,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Avenue, Hospital, Temple, School,
Uptown, Avenue, Temple, Factory, School,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: Bucephalus, y: Laced Quiver,len: 22)
Dock, Beach, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Hospital, Temple, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: Bucephalus, y: Music Box,len: 22)
Dock, Beach, Uptown, Hospital, Temple,
Dock, Uptown, Alley, Hotel, Forest,
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Hospital, Temple,
Dock, Uptown, Alley, Temple, Forest,
Dock, Uptown, Hospital, Temple, Cemetery,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: Bucephalus, y: Pile Bunker,len: 22)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Avenue, Hospital, Temple,
Beach, Uptown, Avenue, Hospital, Cemetery,
Beach, Uptown, Avenue, Hospital, Forest,
Beach, Avenue, Hospital, Temple, School,
Beach, Avenue, Hospital, Cemetery, School,
Beach, Avenue, Hospital, Forest, School,
Beach, Avenue, Temple, Factory, School,
Beach, Avenue, Cemetery, Factory, School,
Beach, Avenue, Forest, Factory, School,
Uptown, Alley, Hotel, Avenue, Temple,
Uptown, Alley, Hotel, Avenue, Cemetery,
Uptown, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Avenue, Hospital, Temple,
Uptown, Alley, Avenue, Hospital, Cemetery, 
Uptown, Alley, Avenue, Hospital, Forest,
Uptown, Alley, Avenue, Temple, Factory,
Uptown, Alley, Avenue, Cemetery, Factory,
Uptown, Alley, Avenue, Forest, Factory,
Uptown, Avenue, Hospital, Temple, Cemetery,
Alley, Hotel, Avenue, Temple, School,
Alley, Hotel, Avenue, Cemetery, School,
Alley, Hotel, Avenue, Forest, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: White Rhinos, y: Laced Quiver,len: 22)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Pond, Uptown, Alley, Avenue, Temple, 
Pond, Uptown, Alley, Avenue, Cemetery,
Pond, Uptown, Alley, Avenue, Forest,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Avenue, Temple, Chapel,
Uptown, Alley, Avenue, Cemetery, Chapel,
Uptown, Alley, Avenue, Forest, Chapel,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: White Rhinos, y: Music Box,len: 23)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Uptown, Alley, Temple, Factory, Chapel,
Uptown, Avenue, Hospital, Temple, Chapel,
Uptown, Hospital, Temple, Factory, Chapel,
Uptown, Temple, Factory, Chapel, School,

(s: Eighteen Foot Spear, h: Crystal Tiara, c: Tuxedo, a: Radar, l: White Rhinos, y: Pile Bunker,len: 22)
Dock, Uptown, Alley, Avenue, Temple,
Dock, Uptown, Alley, Avenue, Cemetery,
Dock, Uptown, Alley, Avenue, Forest,
Dock, Uptown, Alley, Temple, Archery Range,
Dock, Uptown, Alley, Temple, Factory,
Pond, Alley, Hotel, Avenue, Temple,
Pond, Alley, Hotel, Avenue, Cemetery,
Pond, Alley, Hotel, Avenue, Forest,
Beach, Uptown, Alley, Temple, Factory,
